erection,0,887772,"erect,boner,hardon,erect_penis,hard_on,hard-on,erected,erected_penis,fully_erect,erections,erect_cock,errection,errected,errected_penis,hard_penis,erction,eretion,rection,erectio"
tongue,0,849380,"tonge,tounge,tongues,toungue,tougue,monotone_tongue"
penetration,0,841455,"penitration,insertion,penetrating,penetratin,pemetrating,pemetration,penetrasion,penetrated,penetracion,penatration,male_penetration,girly_penetrating,penetraiton,pentrating,non-humanoid_creature_penetrated,non-humanoid_creature_penetrating,ridiculous_penetration"
big_breasts,0,833442,"large_breasts,big_breast,big_boobs,bigbreasts,big_tits,busty,large_boobs,large_breast,bigboobs,big_breats,big_boobies,bigtits"
english_text,7,828226,"english_dialogue,english_dialog,english-text"
teeth,0,711222,"tooth,white_teeth,teeth_showing,teeth_visible,teethy,whtie_teeth,white_tooth,teth"
canis,5,696215,"feral_canis,anthro_canis"
felid,5,691359,"felines,feline_(species),anthro_felid,feral_felid,felids,catshepherd,catsona"
cum,0,690532,"spooge,semen,sperm,jizz,spunk,white_cum,sticky_cum,thick_cum,cum_filled,cummy,seminal_fluid"
nintendo,3,689862,
white_body,0,688207,"whtie_body,white_bdoy"
mythology,3,671829,"mythological,classical_mythology,myth,mythical_creature,folklore"
male/female,0,666757,"hetero,female/male,heterosexual,m/f/m,m/f,f/m,straight,male_on_female,female_on_male,male/female/female,male/female/male,m/m/f,male_female,m/f/f,mf,straigth,m_f,f_m,malexfemale,femalexmale,female/male/female,malefemale,femalemale,female_x_male,male_x_female,male_kissing_female"
horn,0,666039,"horned,horns,neon_horn,neon_horns"
mythological_creature,5,640323,mythical_creature
scalie,5,634041,"scaley,scalies,scaly,reptilian,reptillian,anthro_scalie,reptilians"
feral,0,616067,"non-morphic,nonmorphic,non_anthro,non-anthro,nonanthro,non_anthropomorphic,non-anthropomorphic,nonanthropomorphic,non_morphic,ferals,ferla,sentient_feral,quad,sapient_feral,feral_art,feralanimal,feralcreature,feral_on_non-humanoid_creature,topless_feral,bottomless_feral,caked_up_feral,adult_feral,feral_student,feral_teacher,fral,ferl,ferall,ferral,feral_penetrated_young"
feet,0,614857,"foot,bird_feet,feets,unusual_feet"
penile,0,606497,"penile_stimulation,penile_intercourse"
tongue_out,0,560127,":p,sticking_out_tongue,sticking_tongue_out,toungue_out,lolling,tongue_sticking_out,tounge_out,tongue-out,tongnue_out,tougue_out,sticking_tongue"
anus,0,545652,"butt_hole,butthole,asshole,tailhole,tail_hole,exposed_anus,ass_hole,canine_anus,rabbit_hole,anuses,drool_worthy_anus,animal_anus,non-mammal_anus,non-mammal_anus,rectum"
topwear,0,538236,"top_wear,topwea,topware"
claws,0,536838,"claw,claw_raised,claws_raised,raised_claw,claw_up,claws_up,claw_lift,claws_lift,claw_lifted,claws_lifted,claw_lifting,claws_lifting,lift_claw,lift_claws,lifted_claw,lifted_claws,lifting_claw,lifting_claws,sharp_claws,monotone_claws,cute_claws,claws_out,raised_claws,caws,slaws"
white_fur,0,526244,"whtie_fur,whitefur"
male_penetrating,0,516031,"male_penetrating_alien,male_penetrating_robot"
pokemon,3,513071,"porkyman,pokemon_company,pokémon_company,pokeporn,fire_type,pokemon_sun_and_moon,ghost_pokemon,pokemon_sword_and_shield,pokémon_sword_and_shield,pokemon_swsh,pokémon_swsh,pokemon_sword,pokémon_sword,pokemon_shield,pokémon_shield,pokémon_(game),pokemon_(game),pokemon_red_green_blue_&_yellow,pokémon_red_green_blue_&_yellow,pokemon_character,pocket_monster,pocket_monsters,kanto,johto,hoenn,sinnoh,unova,kalos,alola,galar,kantonian,pokémon_anime,pokemon_s/s,pokémon_s/s,pokemonshield,pokemonsword,pokémonshield,pokémonsword,pkmn,pkmnart,starter_pokémon,starter_pokemon,pokémon_number,pokemon_number,fat_pokemon,fat_pokémon,pokemon_evolutions,pokémon_evolutions,too_many_pokemon,too_many_pokemons,too_many_pokémon,too_many_pokémons,anthro_pokemon,anthro_pokémon,feral_pokemon,feral_pokémon,giant_pokémon,giant_pokemon,big_pokémon,big_pokemon,normal_pokémon,fire_pokémon,fighting_pokémon,water_pokémon,flying_pokémon,grass_pokémon,poison_pokémon,electric_pokémon,ground_pokémon,psychic_pokémon,rock_pokémon,ice_pokémon,bug_pokémon,dragon_pokémon,ghost_pokémon,dark_pokémon,steel_pokémon,fairy_pokémon,normal_pokemon,fire_pokemon,fighting_pokemon,water_pokemon,flying_pokemon,grass_pokemon,poison_pokemon,electric_pokemon,ground_pokemon,psychic_pokemon,rock_pokemon,ice_pokemon,bug_pokemon,dragon_pokemon,dark_pokemon,steel_pokemon,fairy_pokemon,normal_type_pokémon,fire_type_pokémon,fighting_type_pokémon,water_type_pokémon,flying_type_pokémon,grass_type_pokémon,poison_type_pokémon,electric_type_pokémon,ground_type_pokémon,psychic_type_pokémon,rock_type_pokémon,ice_type_pokémon,bug_type_pokémon,dragon_type_pokémon,ghost_type_pokémon,dark_type_pokémon,steel_type_pokémon,fairy_type_pokémon,normal_type_pokemon,fire_type_pokemon,fighting_type_pokemon,water_type_pokemon,flying_type_pokemon,grass_type_pokemon,poison_type_pokemon,electric_type_pokemon,ground_type_pokemon,psychic_type_pokemon,rock_type_pokemon,ice_type_pokemon,bug_type_pokemon,dragon_type_pokemon,ghost_type_pokemon,dark_type_pokemon,steel_type_pokemon,fairy_type_pokemon,normal_typed_pokémon,fire_typed_pokémon,fighting_typed_pokémon,water_typed_pokémon,flying_typed_pokémon,grass_typed_pokémon,poison_typed_pokémon,electric_typed_pokémon,ground_typed_pokémon,psychic_typed_pokémon,rock_typed_pokémon,ice_typed_pokémon,bug_typed_pokémon,dragon_typed_pokémon,ghost_typed_pokémon,dark_typed_pokémon,steel_typed_pokémon,fairy_typed_pokémon,normal_typed_pokemon,fire_typed_pokemon,fighting_typed_pokemon,water_typed_pokemon,flying_typed_pokemon,grass_typed_pokemon,poison_typed_pokemon,electric_typed_pokemon,ground_typed_pokemon,psychic_typed_pokemon,rock_typed_pokemon,ice_typed_pokemon,bug_typed_pokemon,dragon_typed_pokemon,ghost_typed_pokemon,dark_typed_pokemon,steel_typed_pokemon,fairy_typed_pokemon,pokemon_scarlet,pokemon_violet,pokemon_sv,pokemon_scarlet_and_violet,pokémon_scarlet,pokémon_violet,pokémon_sv,pokémon_scarlet_and_violet,pokémon,leaked_pokemon,pkmnfanart,pokemonfanart,pokemon_fanart,pokemonart,electric_type,pokémon_gsc,pokémon_rse,pokémon_rgby,pokemon_theme,pokemin,pokemmon,pokemo"
dialogue,0,513054,"dialog,conversation,monologue,speaking,speech,talking,dialouge,diolouge,dialgoue,cursed_dialogue"
blue_eyes,0,512155,"turquoise_eyes,aqua_eyes,blue_eye,cyan_eyes,blueeyes,blue_irises,blue_iris,light_blue_eyes,dark_blue_eyes,indigo_eyes,eyes_blues"
pokemon_(species),5,509552,"strange_shiny_pokemon,pokemon_species,pokémon_species,pokemon_(creature),pokémon_(creature),pokemon_(creatures),pokémon_(creatures),pokemon_creatures,pokémon_creatures,pokemon(species),pokémon(species),pokémon_baby,baby_pokemon,pokemon_baby,baby_pokémon,pokémon_(species),pokesex,pokefur"
fingers,0,504558,"finger,monotone_fingers,figners,figers"
male/male,0,503085,"yaoi,homosexual,male_male,m/m,m/m/m,malesbian,gay,male/male/male,fag,male_on_male,homo,malemale,mm,malexmale,mlm,male_x_male,male_top_male_bottom,male_kissing_male,mmmm_foursome,gay_wrestling"
humanoid_genitalia,0,489916,"human_genitalia,humanoid_genitals,human_genitals,humanoid_genital,human_genital,human_private_parts,human_sexual_organs,humanoid_private_parts,humanoid_sexual_organs,humanoid_genitalia_on_anthro"
animal_genitalia,0,481147,"animal_anatomy,animal_genetalia,animal_genitalita,animal_genital,animal_genitals,feral_genital,feral_genitals,feral_genitalia"
thick_thighs,0,471298,"big_thighs,large_thighs,thicc,thick_tighs,thunder_thighs,thicc_thighs,thick_legs,thick-thighs,thick_thigh,wide_thighs"
biped,0,471252,"bipedal,bipede"
group,0,458491,"too_many_characters,1girl3guys,quartet,male/male/female,group_focus"
muscular,0,453151,"beefcake,beefy,bodybuilder,buff,muscle,muscles,muscled,strong,musuclar,muscler,swole,muscular_body,musclar,muslces"
humanoid_penis,0,452152,"human_penis,human_cock,humanoid_cock,human_dick,humanoid_penis_on_feral,humanoid_dick,human_penis_on_feral,humanoid_penis_on_anthro,human_penis_on_anthro,humanoid_penis_on_humanoid,human_penis_on_humanoid,humanoid_penis_on_taur,human_penis_on_taur,humanoid_penis_on_nonhumanoid,humanoid_penis_on_non-humanoid,humanoid_penis_on_non_humanoid,human_penis_on_nonhuman,human_penis_on_non-human,human_penis_on_non_human,human_penis_on_nonhumanoid,human_penis_on_non-humanoid,human_penis_on_non_humanoid,humanoid_penis_on_nonhuman,humanoid_penis_on_non-human,humanoid_penis_on_non_human,non-humanoid_humanoid_penis,non_humanoid_humanoid_penis,nonhumanoid_humanoid_penis,humaanoid_penis,humaniod_penis,huminoid_penis,anthro_male_with_human_penis,anthro_intersex_with_human_penis,anthro_gynomorph_with_human_penis,anthro_maleherm_with_human_penis,anthro_herm_with_human_penis,humanoid_peen,humanoid-penis"
navel,0,450246,"belly_button,bellybutton,naval,navels,belly-button,exposed_navel,umbilicus,innie_navel,umbilici,umbilicuses"
humanoid,5,448543,"humanoids,humanoid_(species),humanoid_being,humanoid_nation,hummanoid,huminoid,humanoid_mimiff,humanoid_on_non-humanoid_creature,mobian_humanoid,humanoide,adult_humanoid,humanoid_student,humanoid_teacher,humaniod"
tuft,0,446936,"monotone_tufts,monotone_tuft"
feline,5,441185,"anthro_feline,catgirl,cat_girl,cat_boy,catboy,felines,feline_(species),fleine"
standing,0,440688,"stand,standing_up,standind,stanidng,stadning,stanindg,staning,standng,standign,stnaidng,syanding"
toes,0,422265,"toe,monotone_toes"
equid,5,417942,equidae
anal,0,417507,"butt_sex,buttsex,buttsecks,rectum,ass_sex,anal_stimulation,anal_intercourse,anal_play"
areola,0,415612,"areolae,areolas,monotone_areolae,monotone_areolas,aerola,monotone_areola"
wings,0,411273,"winged,wing,2_wings"
bottomwear,0,406968,bottom_wear
piercing,0,406661,"peircing,pierced,body_piercings,piercings,peircings,pearcing,pericings"
brown_body,0,402719,"dark_brown_body,light_brown_body"
cum_inside,0,400127,"internal_cumshot,creampie,cumming_inside,cream_pie,nakadashi,cum_while_penetrating,feral_creampied,cumming_while_penetrating,cum_in_feral"
equine,5,399742,"equines,horse_girl"
monochrome,7,398681,"non_coloured,non-colored,monochromatic,monotone,no_color,uncolored,uncoloured,no_colour,colorless,black_and_white,colorless"
vaginal,0,398323,"vaginal_stimulation,vaginal_intercourse,piv,pussy_play"
lying,0,395887,"laying_down,lying_down,lay,laying"
markings,0,395283,"marking,body_markings,marks,skin_markings,body_marking,skin_marking,mark_(marking),mark_(markings),marks_(marking),marks_(markings),neon_marking,neon_markings,body_marks,marks_on_body,body_makring"
fox,5,374915,"vulpine,vixen,foxes,kitsune,vulpes,black_fox,winged_fox,broken_fox,fox_(species),blue_fox,spieces:fox,albino_fox,fox's,alcofox,brown_fox,sand_fox,yellow_fox,angel_fox,vulpines,foxkit,狐,fox/vixen,four-tailed_kitsune,four_tailed_kitsune,fennec_kitsune,kitsune_(fox),anthro_fox,feral_fox,kistune,femboy_fox,male_fox,vulpin,zorro,mobian_fox"
human,5,372169,"humans,human_female,human_child,hume,brown_human,human_male,nord,white_human,black_human,hyur,clavat,male_human,chaos_space_marine,furry_and_human,human_on_non-humanoid_creature,non-humanoid_creature_on_human,adult_human,human_student,human_teacher,homo_sapiens,homo_sapiens_sapiens,bottom_human"
1:1,7,369829,4:4
big_butt,0,361822,"big_ass,large_butt,plump_buttocks,large_ass,big_booty,large_booty,fat_butt,thick_butt,thicc_ass,thick_ass,oversized_butt,plump_butt,wide_butt,massive_butt,massive_ass,humongous_butt,humongous_ass,enormous_butt,enormous_ass,chubby_ass,phat_ass,plump_ass,wide_ass,bigass"
underwear,0,361818,"undies,underpants,underwears,undergarments,under_wear"
mythological_scalie,5,357999,
spreading,0,357136,spread
dragon,5,357105,"dragoness,dragons,drake_(species),gray_dragon,dragon_(species),dragonoid,anthro_dragon,feral_dragon,fire_dragon,derg,dragon_on_dragon,mobian_dragon,dragon_girl,dragongirl,dragonboy,red_dragon,orange_dragon,yellow_dragon,green_dragon,blue_dragon,purple_dragon,black_dragon,grey_dragon,white_dragon,pink_dragon,dragon_on_anthro,dragon_prey,larger_dragon"
domestic_dog,5,350148,"doggie,doggies,dogs,hound,mutt,pup,dog,feral_dog,small_dog,brown_dog,anthro_dog,northern_dog,sato_dog,sato_(dog),canis_lupus_familiaris,doggo,pupper,dogg_(species),skinny_dog,mobian_dog,police_dog"
eyes_closed,0,348289,"closed_eyes,both_eyes_closed,eyes_shut,close_eyes,closed_eye,eyes-closed"
big_penis,0,347074,"big_cock,large_cock,large_penis,oversized_penis,hung,large_dick,big_dick,big_cocks"
heart_symbol,0,346763,"♥,heart,hearts,spoken_heart,love_heart,<3,❤️,love_hearts"
black_body,0,345380,
anal_penetration,0,344724,"assfuck,anal_sex,anal_insertion,butt_fuck,ass_fuck,buttfuck,penetrating_ass,anal_peneration,anal_rape,sodomize,anal_insertions"
blue_body,0,343201,"cyan_body,light_blue_body,dark_blue_body,indigo_body"
size_difference,0,341967,"height_difference,size-difference,big_male_small_fem,big_male_small_female,small_fem_big_male,small_female_big_male,size_different,larger_non-humanoid_creature,smaller_non-humanoid_creature,size_diff,size-diff"
white_background,0,335151,"white_bg,white_backround,white_backgorund,white_backgroudn,whtie_bg,whtie_background"
hasbro,3,334653,"hasbro_(copyright),hasbro_inc,hasbro_inc.,hasbro_incorporated,hasbro_industry,hasbro_industries,hasbro_bradley,hasbro_entertainment_and_licensing,hasbro_entertainment,hasbro_gaming"
animal_penis,0,334015,"feral_penis,reptile_penis,animal_dick"
brown_fur,0,325800,"brownfur,light_brown_fur,brown-fur,grown_fur,dark_brown_fur"
huge_breasts,0,325240,"enormous_breasts,huge_boobs,huge_tits,giant_breasts,huge_breast,gigantic_breasts"
wolf,5,324724,"lupine,wolves,wolfess,wolve,winged_wolf,black_wolf,white_wolf,wolfess_(species),saber_wolf,sabertooth_wolf,angel_wolf,angelic_wolf,whitewolf_(species),gray_wolf,grey_wolf,timber_wolf,north_american_grey_wolf,merky_taiga_wolf,timberwolf,ice_wolf_(species),anthro_wolf,wolfs,mobian_wolf"
shirt,0,324462,shirts
green_eyes,0,324253,"green-eyes,green_eys,green_eye,emerald_eyes,green_irises,green_iris,light_green_eyes"
plant,0,322787,"plants,vegetation,foliage"
multicolored_body,0,322274,"multi-colored_body,three_color_body,four_color_body,three_tone_body,three-tone_body,three_toned_body,three-toned_body,multicoloured_body,multi_colored_body,countershading,multi_tone_body,red_and_white_body,white_and_pink_body,black_and_white_body,black_and_yellow_body"
my_little_pony,3,321177,"mlp,(mlp),mylittlepony,missing_cutie_mark"
furniture,0,318200,
sitting,0,315686,"sit,sitting_down,seated,siting,sitting_upright,sittng,sat,sit_down"
penile_penetration,0,315484,"penile_sex,penis_sex,penile_insertion,penis_insertion,penile_pen,penis_pen,penis_penetration,penis_penetrating,riding_cock"
sweat,0,314986,"sweating,sweaty,swear"
female_penetrated,0,314985,
ambiguous_gender,0,312367,"unknown_gender,androgynous,androgyny,ambiguous,ambiguous_sex,gender_unknown,ambigious_gender,ambiguous_non-humanoid_creature,adult_ambiguous,ambiguous_student,ambiguous_teacher,ambiguous_raping_male"
muscular_male,0,310825,"musuclar_man,musuclar_male,muscular_males,buff_male,musclar_male"
narrowed_eyes,0,310426,"eye_narrow,eye_narrowed,eye_narrowing,eye_partially_closed,eye_partly_closed,eye_slightly_closed,eyes_narrow,eyes_narrowed,eyes_narrowing,eyes_partially_closed,eyes_partly_closed,eyes_slightly_closed,narrow_eye,narrow_eyes,narrowed_eye,narrowing_eye,narrowing_eyes,partially_closed_eye,partially_closed_eyes,partly_closed_eye,partly_closed_eyes,slightly_closed_eye,slightly_closed_eyes"
comic,7,309911,"comics,doujin,dojin,comic_strip,comic_page,cómic,manga,doujinshi,doujin,dojin,cómic"
grey_body,0,308751,"gray_body,dark_grey_body,light_grey_body,brey_body"
interspecies,0,308429,"inter_species,inter-species,interspecies_sex,interspecies_relationship,mammal/reptile,interspecies_breeding,dragon_on_gryphon"
wide_hips,0,307621,"hips,big_hips,large_hips,wide_hip,curvy_hips,thick_hips,inherited_hips"
vaginal_penetration,0,304448,"vaginal_sex,vaginal_insertion,vaginal_pen,pussy_penetration,penetrating_pussy,penis_in_pussy,vaginal_pentration,vaginal_penetrating,pussy_insertion"
legwear,0,302897,"leg_wear,rainbow_legwear"
eyewear,0,301857,eye_wear
long_hair,0,299226,very_long_hair
spread_legs,0,298349,"legs_spread,legsapart,legs_apart,spreading_legs,open_legs,leg_spread,legs_open,spread_leg,spreadlegs,spead_legs"
oral,0,294896,"tongue_fuck,oral_sex"
outside,0,294849,"outdoors,outdoor,out_doors,out_side,outisde,outise"
felis,5,293198,"anthro_felis,feral_felis"
headgear,0,290876,
looking_back,0,290785,"looking_over_shoulder,looking_behind,over_shoulder,over_the_shoulder,looks_back,lookign_back"
domestic_cat,5,287130,"neko,kitty,house_cat,housecat,cats,black_cat,cat,domestic_long-haired_cat,anthro_domestic_cat,feral_domestic_cat,domesticated_cat,katt_(species),winged_cat,orange_cat,pink_cat,green_cat,blue_cat,egyptian_cat,mobian_cat"
male_penetrating_female,0,279476,"m/p/fm,♂_penetrating_♀"
5_fingers,0,278950,"five_fingers,5_figner,5_fignered,5_figners,5_finger,5_fingered,five_figner,five_fignered,five_figners,five_finger,five_fingered,5f,5fingers"
lagomorph,5,273217,"lapine,lagamorph,lagomoprh,logomorph,unirabbit,lagomorpha,leporine,anthro_lagomorph,bunnyboy,bunnygirl,rabbit_boy,rabbitboy,rabbit_girl,rabbitgirl"
paws,0,272106,"paw,forepaw,forepaws,fore_paws,fore_paw,pawpads,paw_on_dick,paw_on_arm,paw_on_back,paw_on_breast,paw_on_butt,paw_on_cheek,paw_on_chest,paw_on_chin,paw_on_face,paw_on_head,paw_on_knot,paw_on_leg,paw_on_muzzle,paw_on_neck,paw_on_nose,paw_on_pussy,paw_on_shoulder,paw_on_stomach,paw_on_tongue,paw_on_waist,paw_on_wing,paws_on_back,paws_on_balls,paws_on_belly,paws_on_breasts,paws_on_butt,paws_on_face,paws_on_glass,paws_on_hips,paws_on_mouth,paws_on_pillow,paws_on_thighs,paw_on_penis,paw_on_dick"
fangs,0,265191,"fang,long_canines"
footwear,0,263857,foot_wear
eyelashes,0,263612,"eye_lashes,eyelash,black_eyelashes"
black_nose,0,259859,"blacknose,black-nose,blakc_nose,back_nose"
belly,0,259676,"gut,tummy,round_belly,crotch_belly,crotchbelly,chubby_belly,pudgy_belly,bellies,bely"
collar,0,257955,"dog-collar,dog_collar,collars,collared,dogcollar,cat_collar,cat-collar,catcollar,pet_collar,pet-collar,petcollar,slave_collar,coolar"
ear_piercing,0,257804,"ear_piercings,pierced_ear,ear_peircing,pierced_ears,ear_pierced,earpiercing,ear-piercing,ear-piercings"
red_eyes,0,255492,"red_eye,red_irises,red_iris,scarlet_eyes,dark_red_eyes"
friendship_is_magic,3,252868,"fim,generation_4,mlp:fim,mlp_fim,my_little_pony_friendship_is_magic,mlpfim,my_little_pony_(friendship_is_magic),mane_six,my_little_pony:_friendship_is_magic"
pawpads,0,249677,"paw_pads,pawpad,footpads,foot_pads,paw-pads,paw_pad,pawspad,fingerpads,toe_beans,toebeans,paw-pad,pawspads,foot_pad,footpad,foot-pad,foot-pads,toe_bean,toebean,toe-bean,toe-beans,toe_been,toe_beens,toebeen,toebeens,toe-been,toe-beens,monotone_paw_pad,monotone_paw_pads,monotone_pawpad,pawbeans,paw_beans,monotone_fingerpads,monotone_pawpads,pawpawds,pawapds,padpads"
reptile,5,249612,"reptiles,repitle,lizard_girl"
presenting,0,247757,"showing_off,displaying,lordosis,exposing_self,show_off,showing_ass"
